,thresh,skip,moving avg,Text File,Time,bot ax,bot ay,bot az,bot gx,bot gy,bot gz,bot a_mag,bot avg_a_mag,top ax,top ay,top az,top gx,top gy,top gz,top a_mag,top avg_a_mag,diff avg_a_mag,diff a_mag,ambient_pressure,ambient_temp,shock_pressure
57028,-4.025182853907973,10,5,5,6255,-1.31,0.14,-0.62,-27.38,4.82,-5.37,1.4560563180000001,5.589172655,-0.73,0.1,0.87,-17.13,-7.01,16.52,1.140087716,1.683945592,-3.9052270630000003,-0.315968602,1005,59,110
57029,-4.025182853907973,10,5,5,6256,-0.16,-0.04,-2.16,-32.74,3.17,-3.66,2.1662871459999997,5.489706101,-1.06,0.19,0.59,-14.7,0.18,16.34,1.227925079,1.683472114,-3.8062339869999997,-0.938362067,1005,59,110
57030,-4.025182853907973,10,5,5,6257,-0.48,0.66,4.37,-31.46,7.2,-3.11,4.445548335,5.460879222999999,-1.63,0.2,0.46,-12.93,0.85,14.88,1.705432496,1.69331309,-3.767566134,-2.7401158389999996,1005,59,110
57031,-4.025182853907973,10,5,5,6258,-2.16,0.82,-3.9,-29.21,13.23,-3.72,4.532990183,5.441888856,-1.12,-0.01,1.2,-10.61,-7.32,13.54,1.6414932230000001,1.6980545219999998,-3.7438343339999998,-2.89149696,1005,59,110
57032,-4.025182853907973,10,5,5,6259,-1.39,0.41,2.03,-28.96,11.52,-3.9,2.494213303,5.405102712000001,-0.61,0.2,1.91,-6.71,-16.83,13.05,2.014993797,1.677702935,-3.727399777,-0.479219506,1005,59,110
57033,-4.025182853907973,10,5,5,6260,-0.08,1.0,-1.51,-25.67,10.55,-4.27,1.812870652,5.419271214,-0.72,0.04,1.1,7.74,-12.93,13.41,1.315294644,1.656514407,-3.7627568069999997,-0.49757600799999996,1005,59,110
57034,-4.025182853907973,10,5,5,6261,-0.17,0.26,-1.5,-17.32,15.49,-4.7,1.5318289719999998,5.386139149,-0.58,-0.16,0.74,15.79,-6.71,-228.05,0.953729521,1.5929013930000002,-3.7932377560000003,-0.578099451,1005,59,110
57035,-4.025182853907973,10,5,5,6262,-0.98,0.72,5.06,-11.4,20.24,-5.73,5.204075326,5.459999471000001,-0.9,-0.08,0.82,29.27,-9.09,10.61,1.2201639229999999,1.522429595,-3.937569875,-3.983911403,1005,59,110
57036,-4.025182853907973,10,5,5,6263,-1.69,0.5,-0.22,-10.3,19.76,-4.21,1.776091214,5.407723117000001,-1.32,-0.4,0.67,35.06,-8.41,9.02,1.533394926,1.471045315,-3.9366778019999997,-0.242696288,1005,59,110
57037,-4.025182853907973,10,5,5,6264,-1.53,0.95,-2.23,-8.17,18.11,-1.52,2.866408903,5.330987132,-2.55,-0.57,1.85,14.09,-60.0,16.65,3.201546501,1.3759796709999998,-3.955007461,0.335137598,1005,59,110
57038,-4.025182853907973,10,5,5,6265,-0.98,0.32,-0.77,-5.61,18.35,-2.99,1.286740067,5.314938683,2.48,0.13,2.18,14.27,-129.45,21.46,3.304496936,1.380879414,-3.934059268,2.017756869,1005,59,110
57039,-4.025182853907973,10,5,5,6266,-0.51,-0.07,0.4,-1.16,20.43,-4.51,0.651920241,5.194872016000001,1.02,-1.23,-3.4,10.55,-140.73,21.52,3.756767227,1.3520253359999999,-3.84284668,3.1048469869999997,1005,59,110
57040,-4.025182853907973,10,5,5,6267,-0.65,0.23,-0.48,-1.34,21.34,-6.65,0.8401190390000001,5.142710349,0.04,-0.34,-2.87,7.87,-126.28,22.2,2.890346,1.364752327,-3.7779580210000003,2.050226961,1005,59,110
57063,-4.025182853907973,10,5,5,6290,-3.03,2.25,6.28,61.59,100.12,-26.28,7.326786472,2.973101375,3.68,0.67,-0.91,32.26,-167.13,0.67,3.849597382,3.372268792,0.399167417,-3.47718909,1005,59,110
57064,-4.025182853907973,10,5,5,6291,11.67,-5.34,2.39,-8.48,-18.35,11.83,13.05437092,3.096926854,2.45,-0.91,1.77,24.27,-185.85,0.73,3.156501228,3.413165508,0.316238654,-9.897869688,1005,59,110
57065,-4.025182853907973,10,5,5,6292,13.99,-6.85,1.64,-69.82,-129.88,32.68,15.66308399,3.097652904,-2.31,1.83,4.7,26.1,-84.88,3.66,5.547521969,3.5012371360000003,0.40358423200000004,-10.11556202,1005,59,110
57066,-4.025182853907973,10,5,5,6293,2.25,0.91,-5.51,-76.1,-148.23,34.88,6.020855421,3.069050148,-7.19,-0.42,1.09,28.9,27.87,-15.3,7.284270725,3.6208764380000003,0.55182629,1.263415304,1005,59,110
57067,-4.025182853907973,10,5,5,6294,-1.69,0.79,0.56,-57.26,-120.85,40.91,1.947767953,3.042739896,1.56,0.74,-0.4,35.18,43.05,-10.98,1.772343082,3.640619797,0.597879901,-0.175424871,1005,59,110
57068,-4.025182853907973,10,5,5,6295,-2.52,-0.57,-2.67,-47.62,-88.9,42.5,3.715400382,3.08704457,-0.38,1.01,-0.9,35.61,26.83,-12.56,1.405169029,3.646547515,0.559502945,-2.3102313530000003,1005,59,110
57069,-4.025182853907973,10,5,5,6296,-2.37,1.04,0.96,-57.32,-75.24,37.8,2.760452861,3.098310482,-3.47,-0.42,-0.46,22.62,54.7,-22.74,3.525464508,3.68735024,0.589039758,0.765011647,1005,59,110
57070,-4.025182853907973,10,5,5,6297,-0.57,0.72,0.27,-69.82,-83.6,33.66,0.9571833679999999,3.102110096,-3.04,-0.29,1.09,24.09,50.37,-17.2,3.2424990360000003,3.726245645,0.62413555,2.285315668,1005,59,110
57071,-4.025182853907973,10,5,5,6298,-3.09,0.54,-2.69,-79.39,-116.34,36.71,4.132287502,3.132713939,-3.73,-0.14,0.68,22.44,18.29,-11.95,3.7940611489999996,3.757809377,0.625095438,-0.338226353,1005,59,110
57072,-4.025182853907973,10,5,5,6299,-3.65,1.01,-7.28,-21.95,-44.27,18.72,8.206156226000001,3.195233127,-1.26,-2.04,1.15,6.28,9.39,-11.28,2.659266816,3.78257641,0.5873432829999999,-5.546889408999999,1005,59,110
57073,-4.025182853907973,10,5,5,6300,-16.0,16.0,-6.19,-4.27,-8.6,-22.01,23.45881711,3.5540179839999997,-0.4,-0.81,2.19,-7.74,12.2,-8.48,2.369008231,3.8069704910000004,0.252952507,-21.08980887,1005,59,110
57074,-4.025182853907973,10,5,5,6301,-6.32,4.85,2.66,-23.6,-17.07,0.0,8.398839206,3.6534204289999996,0.21,-1.77,1.22,-17.62,5.85,-9.94,2.1599537030000002,3.8379482730000003,0.184527844,-6.2388855020000005,1005,59,110
57075,-4.025182853907973,10,5,5,6302,-1.24,0.0,0.35,701.1,506.71,-610.12,1.28844868,3.6715841410000003,0.46,0.87,0.71,-26.83,-7.32,1.1,1.2135073140000001,3.848763308,0.177179167,-0.074941366,1005,59,110
57076,-4.025182853907973,10,5,5,6303,-1.0,0.89,-1.13,4.09,24.33,18.54,1.751856158,3.639094085,-0.17,0.14,1.03,-27.2,-6.34,1.34,1.053280589,3.8582721039999996,0.21917801899999997,-0.6985755690000001,1005,59,110
57077,-4.025182853907973,10,5,5,6304,-0.67,-0.38,1.56,18.11,30.37,16.89,1.739798839,3.6069674189999996,-0.15,0.47,0.15,-30.79,6.4,7.8,0.5156549229999999,3.8554581310000002,0.248490712,-1.2241439159999998,1005,59,110
57078,-4.025182853907973,10,5,5,6305,0.74,0.08,0.59,4.02,-9.15,-17.13,0.94978945,3.5968420819999998,-0.04,0.25,0.3,-26.16,14.15,8.05,0.39255572899999996,3.8405074910000003,0.24366540899999997,-0.557233722,1005,59,110
57079,-4.025182853907973,10,5,5,6306,-0.61,0.01,1.44,1.52,-5.67,-17.32,1.5639053680000001,3.5847944469999997,-0.07,0.23,-0.05,-24.27,15.37,6.71,0.245560583,3.8208602010000003,0.236065755,-1.318344785,1005,59,110
57080,-4.025182853907973,10,5,5,6307,-1.61,1.02,0.48,-5.61,-9.88,-17.13,1.965426162,3.535192003,-0.06,-0.36,0.39,-20.18,17.01,9.82,0.534134814,3.797434248,0.262242245,-1.431291348,1005,59,110
57081,-4.025182853907973,10,5,5,6308,-1.52,1.03,-1.22,-12.38,-15.98,-16.16,2.204472726,3.4886216539999997,-0.31,-0.46,-0.45,-17.13,23.84,10.37,0.714282857,3.7788900410000004,0.290268387,-1.4901898690000002,1005,59,110
57082,-4.025182853907973,10,5,5,6309,0.25,0.95,-3.02,-22.26,-5.06,-13.35,3.175751879,3.502252425,-1.28,-0.42,0.89,-6.59,26.83,19.45,1.614589731,3.7708819589999996,0.268629534,-1.5611621480000002,1005,59,110
57083,-4.025182853907973,10,5,5,6310,-0.63,0.35,8.63,482.44,-1792.74,29.76,8.660040416000001,3.6391958210000004,-0.73,-2.06,-8.69,-415.91,-7.56,-94.27,8.960613817999999,3.923788343,0.284592522,0.300573403,1005,59,110
57084,-4.025182853907973,10,5,5,6311,-1.03,0.13,1.87,-22.26,18.6,-12.62,2.138854834,3.651336338,-0.73,0.37,0.52,7.38,33.78,20.91,0.969639108,3.924106534,0.272770196,-1.169215726,1005,59,110
57085,-4.025182853907973,10,5,5,6312,-1.18,0.49,-0.22,-26.71,16.59,-9.82,1.296495276,3.573184737,-0.74,0.64,1.16,13.66,31.22,20.06,1.517497941,3.930053215,0.356868478,0.221002665,1005,59,110
57086,-4.025182853907973,10,5,5,6313,-0.41,0.6,0.44,6.89,-6.4,-1.95,0.8495292809999999,3.554653498,-0.94,0.11,0.66,-4.7,-15.91,-18.17,1.153819743,3.9224617110000004,0.367808213,0.304290462,1005,59,110
57087,-4.025182853907973,10,5,5,6314,-0.28,0.14,1.04,3.54,-14.27,0.43,1.086093919,3.5190471989999996,-0.83,0.13,1.11,-6.22,-11.83,-17.62,1.3920847680000001,3.8862724760000003,0.367225278,0.305990849,1005,59,110
57088,-4.025182853907973,10,5,5,6315,-0.71,0.15,-1.05,4.27,-7.8,-2.07,1.276362018,3.518839638,-1.47,-0.08,0.48,-9.27,-4.63,-17.62,1.548450839,3.851151555,0.332311917,0.27208882100000004,1005,59,110
57089,-4.025182853907973,10,5,5,6316,-0.5,0.55,1.76,9.27,0.67,-4.82,1.9105234880000002,3.5440117030000002,-1.36,-0.02,0.74,-12.99,-6.65,-17.07,1.5484185480000001,3.806984581,0.262972878,-0.36210494,1005,59,110
57090,-4.025182853907973,10,5,5,6317,-0.77,-0.17,-2.41,9.7,4.33,-5.49,2.5357247480000003,3.577923817,-1.05,0.04,0.51,-16.22,-11.89,-15.61,1.1679897259999998,3.772537455,0.19461363899999998,-1.367735022,1005,59,110
57091,-4.025182853907973,10,5,5,6318,-0.21,0.19,3.54,6.89,0.79,-4.39,3.5513096180000003,3.585499871,0.24,0.23,1.19,-19.02,-10.49,-13.54,1.235556555,3.76584795,0.180348078,-2.3157530630000003,1005,59,110
57092,-4.025182853907973,10,5,5,6319,-0.5,0.6,-1.44,2.5,-2.99,-3.54,1.63816971,3.5412939210000003,-0.38,0.01,0.89,-23.35,-3.29,-12.99,0.967780967,3.7614810060000003,0.220187085,-0.670388743,1005,59,110
57105,-4.025182853907973,10,5,5,6332,2.49,-0.85,-2.19,38.11,51.71,-14.33,3.423258681,3.567400245,-0.36,0.2,0.63,-18.48,-7.44,10.85,0.752661943,2.318462145,-1.2489381000000002,-2.670596739,1005,59,110
57106,-4.025182853907973,10,5,5,6333,-6.42,4.39,4.04,26.28,30.61,-12.93,8.764137151,3.703779518,0.18,0.17,-0.27,-14.02,-0.79,11.4,0.36633318200000003,2.236035814,-1.467743704,-8.397803969,1005,59,110
57107,-4.025182853907973,10,5,5,6334,-3.94,2.99,3.71,-4.94,-24.27,-0.3,6.182863414,3.77795386,-2.26,0.13,0.92,-8.96,9.45,10.24,2.44354251,2.184129286,-1.593824574,-3.739320904,1005,59,110
57108,-4.025182853907973,10,5,5,6335,0.0,-0.09,-1.17,-13.96,-45.55,4.76,1.173456433,3.779179787,-2.26,0.03,0.47,-4.02,-4.39,11.4,2.3085493280000002,2.144177337,-1.63500245,1.135092895,1005,59,110
57109,-4.025182853907973,10,5,5,6336,0.02,-0.52,-1.48,12.74,6.04,-3.9,1.568821214,3.787024106,0.13,0.35,1.27,0.06,-17.62,12.74,1.323744688,2.138566097,-1.648458009,-0.245076525,1005,59,110
57110,-4.025182853907973,10,5,5,6337,-0.88,0.19,-2.08,-1.04,-31.22,-2.07,2.266473031,3.8075939219999997,0.08,0.12,0.55,1.95,-2.38,11.28,0.568594759,1.982495942,-1.82509798,-1.6978782719999999,1005,59,110
57111,-4.025182853907973,10,5,5,6338,-1.31,-9.35,-5.76,1704.88,685.3,-433.41,11.05966546,3.964296301,-0.69,-0.16,0.1,3.35,15.67,7.62,0.715332091,1.872477687,-2.091818614,-10.34433337,1005,59,110
57112,-4.025182853907973,10,5,5,6339,-0.27,0.41,1.95,7.5,13.96,-11.59,2.010845593,3.9906265289999996,-1.56,0.09,0.61,6.16,8.6,7.93,1.6774385230000002,1.866417873,-2.124208656,-0.33340707,1005,59,110
57113,-4.025182853907973,10,5,5,6340,0.96,-0.3,1.38,-3.35,-5.79,-5.73,1.707629936,3.878243398,-0.14,0.12,1.3,10.55,-9.82,9.51,1.313011805,1.815686161,-2.062557237,-0.394618132,1005,59,110
57114,-4.025182853907973,10,5,5,6341,-1.24,1.32,-0.46,-12.62,0.73,-4.09,1.86858235,3.654527627,-0.29,-0.29,0.73,12.2,-10.67,9.51,0.837317144,1.769302479,-1.8852251480000002,-1.031265206,1005,59,110
57115,-4.025182853907973,10,5,5,6342,-1.67,1.65,-0.1,-9.57,5.55,-4.09,2.3497659459999998,3.388261266,-0.98,0.06,-0.01,13.6,4.82,8.6,0.98188594,1.6779897590000001,-1.7102715069999999,-1.367880005,1005,59,110
57116,-4.025182853907973,10,5,5,6343,-1.25,0.75,0.16,-7.99,3.66,-4.45,1.466492414,3.297174006,-1.45,-0.17,-0.17,16.4,16.1,5.79,1.4697959040000002,1.5617002619999998,-1.735473744,0.00330349,1005,59,110
57117,-4.025182853907973,10,5,5,6344,-0.39,0.43,0.13,-8.29,1.4,-4.57,0.594894949,3.270116546,-0.92,0.07,0.98,16.95,10.06,3.35,1.3459940559999999,1.553173282,-1.716943264,0.751099108,1005,59,110
57118,-4.025182853907973,10,5,5,6345,-0.18,-0.01,-2.33,-7.99,1.77,-4.09,2.336963842,3.242547815,-0.63,0.06,0.93,17.13,-4.15,3.9,1.124899996,1.5475679009999999,-1.6949799140000001,-1.212063847,1005,59,110
57119,-4.025182853907973,10,5,5,6346,-0.64,-0.23,1.15,-9.33,0.43,-4.15,1.336038922,3.214059536,-0.37,0.03,1.12,17.13,-9.51,4.15,1.179915251,1.5006569159999998,-1.71340262,-0.15612367,1005,59,110
57120,-4.025182853907973,10,5,5,6347,0.06,0.64,-0.83,-10.37,0.24,-4.57,1.049809507,3.215912059,-0.6,0.02,0.75,15.61,-0.67,2.32,0.960676845,1.455020472,-1.760891587,-0.08913266199999999,1005,59,110
57121,-4.025182853907973,10,5,5,6348,-0.99,1.03,-1.51,-6.71,4.39,-5.12,2.078725571,3.17484082,-1.07,-0.11,0.77,13.72,12.07,0.3,1.322837859,1.405596006,-1.769244814,-0.755887713,1005,59,110
57122,-4.025182853907973,10,5,5,6349,-1.07,0.75,1.81,-2.32,10.43,-6.52,2.232375416,3.0553652039999997,-1.55,-0.3,0.12,13.29,13.84,0.0,1.5833192980000002,1.384077056,-1.6712881480000001,-0.649056118,1005,59,110
57123,-4.025182853907973,10,5,5,6350,-0.83,0.68,-0.77,-1.16,14.45,-7.5,1.320681642,2.612602495,-1.18,-0.27,0.46,13.29,4.7,2.01,1.294951737,1.362595926,-1.250006569,-0.025729906,1005,59,110
57124,-4.025182853907973,10,5,5,6351,0.15,0.21,2.26,-2.38,11.65,-6.77,2.274686792,2.490119447,-0.75,-0.25,-0.25,11.89,-2.99,1.71,0.829156198,1.335979976,-1.154139471,-1.445530594,1005,59,110
57125,-4.025182853907973,10,5,5,6352,-0.41,0.14,0.24,-3.48,5.98,-6.28,0.4952777,2.474256027,-0.31,0.07,0.52,11.52,-3.84,1.22,0.609425959,1.323898349,-1.150357678,0.11414826,1005,59,110
57126,-4.025182853907973,10,5,5,6353,-2.06,0.96,0.66,-3.17,6.4,-6.65,2.366600938,2.4865509230000002,-1.34,-0.2,0.82,10.85,6.89,1.22,1.583666632,1.33450607,-1.152044853,-0.7829343059999999,1005,59,110
57127,-4.025182853907973,10,5,5,6354,-1.78,1.39,0.86,-5.79,3.72,-6.89,2.416629885,2.500087544,-1.87,0.07,1.29,9.94,13.17,0.18,2.2728616319999997,1.369650204,-1.13043734,-0.14376825199999999,1005,59,110
57128,-4.025182853907973,10,5,5,6355,0.38,0.06,-0.11,-11.77,-3.96,-4.82,0.40012498,2.489094254,-0.71,-0.02,0.02,8.48,3.05,-1.04,0.7105631570000001,1.376010353,-1.113083902,0.310438176,1005,59,110
57129,-4.025182853907973,10,5,5,6356,1.46,-1.05,-1.28,-8.6,0.24,-4.57,2.207374005,2.501963627,0.27,0.13,0.58,9.76,-10.91,-1.04,0.65283995,1.38415594,-1.117807687,-1.5545340559999998,1005,59,110
57130,-4.025182853907973,10,5,5,6357,-0.43,0.57,0.46,-0.24,19.94,-11.28,0.849352695,2.4796421580000003,0.61,0.4,1.25,10.55,-8.11,-1.59,1.447273298,1.40241871,-1.077223448,0.597920604,1005,59,110
57131,-4.025182853907973,10,5,5,6358,-2.94,2.51,1.96,-5.24,21.34,-11.83,4.334201195,2.5222367269999997,-1.39,-0.21,0.16,9.82,14.51,-4.45,1.414849815,1.4164300490000001,-1.105806678,-2.91935138,1005,59,110
57132,-4.025182853907973,10,5,5,6359,-1.55,1.24,3.67,-20.3,-7.8,-3.72,4.172409376,2.542169877,-0.37,-0.24,0.76,10.85,-3.72,-2.26,0.87869221,1.4017120980000002,-1.1404577790000001,-3.2937171660000004,1005,59,110
57133,-4.025182853907973,10,5,5,6360,0.24,0.2,0.2,-24.63,-14.88,-0.85,0.37094474,2.376387963,-0.52,-0.06,1.23,9.88,-3.66,-3.05,1.33674979,1.249234818,-1.127153146,0.96580505,1005,59,110
57134,-4.025182853907973,10,5,5,6361,-0.88,-0.2,-0.95,-14.02,7.99,-5.43,1.310305308,2.359816973,-0.53,-0.08,-1.88,-1401.65,-446.34,-1197.07,1.9549168780000001,1.268940373,-1.0908766,0.64461157,1005,59,110
57161,-4.025182853907973,10,5,5,6388,3.21,-2.54,-3.58,-28.6,25.0,10.18,5.4380235379999995,1.934874054,-0.57,0.41,0.64,-15.06,-3.84,-5.12,0.95005263,1.219472513,-0.715401541,-4.487970908,1005,59,110
57162,-4.025182853907973,10,5,5,6389,4.81,-2.89,-0.72,-17.07,47.74,3.78,5.657437582999999,2.007805894,-1.54,0.33,0.74,-10.67,-3.41,-4.82,1.7401436719999999,1.2207266159999999,-0.787079278,-3.91729391,1005,59,110
57163,-4.025182853907973,10,5,5,6390,-10.24,4.88,-0.91,-15.79,62.56,-6.77,11.37981107,2.201249517,-1.77,0.02,0.23,-8.66,2.5,-4.82,1.7849929969999998,1.230166239,-0.9710832770000001,-9.594818072999999,1005,59,110
57164,-4.025182853907973,10,5,5,6391,-8.03,6.09,9.09,-32.56,45.79,-0.55,13.57192322,2.435316334,-1.97,0.07,0.55,-8.11,0.12,-4.39,2.046533655,1.25435057,-1.180965764,-11.52538957,1005,59,110
57165,-4.025182853907973,10,5,5,6392,3.23,-1.52,-1.78,-48.29,-28.48,26.4,3.98894723,2.46809996,-0.7,-0.23,0.38,-7.87,-3.72,-4.88,0.8290355840000001,1.251293562,-1.216806397,-3.159911645,1005,59,110
57166,-4.025182853907973,10,5,5,6393,2.2,-2.14,-2.37,-13.72,6.22,20.61,3.8776926130000002,2.516323964,0.01,0.05,0.49,-8.17,-4.82,-4.76,0.49264591700000004,1.231750563,-1.2845734009999998,-3.385046695,1005,59,110
57167,-4.025182853907973,10,5,5,6394,-2.35,2.31,4.76,2.56,59.27,-4.51,5.789317748999999,2.62021242,-0.41,0.02,0.41,-8.41,-6.46,-4.63,0.5801723879999999,1.216434129,-1.40377829,-5.209145361,1005,59,110
57168,-4.025182853907973,10,5,5,6395,-2.51,2.73,0.36,-3.9,36.52,8.17,3.725936124,2.647991865,-0.07,0.17,0.75,-7.38,-5.37,-4.51,0.7722046359999999,1.209380222,-1.4386116430000002,-2.9537314880000003,1005,59,110
57169,-4.025182853907973,10,5,5,6396,0.86,-0.03,3.18,-21.77,-11.16,20.0,3.2943739919999997,2.687158567,-1.27,-0.3,0.82,-7.38,4.33,-5.49,1.541200831,1.2166059340000002,-1.470552633,-1.753173162,1005,59,110
57170,-4.025182853907973,10,5,5,6397,1.24,-0.4,-0.3,-30.61,-25.37,19.15,1.337011593,2.6929026080000003,-1.04,-0.05,0.25,-7.07,8.66,-5.43,1.070794098,1.218808279,-1.47409433,-0.266217495,1005,59,110
57171,-4.025182853907973,10,5,5,6398,-2.21,1.01,1.8,-18.41,-14.27,16.1,3.02393783,2.7118068539999998,-1.0,-0.03,0.14,-6.95,10.12,-6.16,1.010198,1.212555482,-1.4992513719999998,-2.01373983,1005,59,110
57172,-4.025182853907973,10,5,5,6399,-3.2,1.25,-0.98,-12.93,-0.98,14.33,3.5725201189999995,2.738609748,-0.41,0.15,0.84,-7.68,7.2,-6.22,0.946678404,1.199822664,-1.538787084,-2.625841715,1005,59,110
57173,-4.025182853907973,10,5,5,6400,-0.86,0.78,-0.05,-17.56,-4.33,17.07,1.16211015,2.735438318,-0.47,-0.08,0.73,-7.68,5.3,-6.22,0.8718944890000001,1.191361519,-1.5440767990000002,-0.290215661,1005,59,110
57174,-4.025182853907973,10,5,5,6401,1.29,-0.56,0.77,-17.26,-12.5,18.96,1.603309078,2.7220107639999997,-1.71,0.19,-0.05,-6.77,6.04,-6.83,1.721249546,1.209203386,-1.5128073780000002,0.117940468,1005,59,110
57175,-4.025182853907973,10,5,5,6402,0.15,0.87,-0.7,-10.18,-9.94,15.49,1.126676529,2.73463874,-2.37,-0.06,0.65,-6.59,4.63,-7.44,2.458251411,1.246179895,-1.488458845,1.331574883,1005,59,110
57176,-4.025182853907973,10,5,5,6403,-1.81,0.7,1.99,-4.7,-8.41,14.94,2.7796042880000003,2.742898807,-1.24,0.04,1.17,-6.77,-4.63,-6.89,1.70531522,1.248612867,-1.494285941,-1.074289068,1005,59,110
57177,-4.025182853907973,10,5,5,6404,-0.39,0.12,0.0,-4.57,-13.05,16.4,0.408044115,2.702727092,0.89,0.3,0.12,-8.35,-9.45,-5.49,0.946836839,1.222092371,-1.480634721,0.538792724,1005,59,110
57178,-4.025182853907973,10,5,5,6405,0.39,-0.43,0.6,-0.43,-10.0,15.73,0.8348652590000001,2.7114218969999997,0.24,0.23,-0.51,-9.63,3.54,-6.65,0.60876925,1.220056493,-1.491365405,-0.22609600800000001,1005,59,110
57179,-4.025182853907973,10,5,5,6406,0.34,-0.23,-0.15,6.1,2.01,11.04,0.437035468,2.676015127,-1.15,0.03,-0.02,-11.46,12.32,-9.57,1.1505650790000002,1.230010995,-1.446004131,0.7135296109999999,1005,59,110
57180,-4.025182853907973,10,5,5,6407,-1.87,1.15,3.4,7.13,6.59,6.46,4.047147143,2.739971016,-1.44,-0.12,0.75,-12.8,-14.7,-4.82,1.628035626,1.233626242,-1.506344774,-2.4191115169999997,1005,59,110
57181,-4.025182853907973,10,5,5,6408,-0.62,0.9,0.45,5.18,-8.35,9.51,1.181905242,2.6769250959999997,-1.6,0.04,0.43,-22.62,2.62,3.9,1.657256769,1.2384743809999998,-1.438450716,0.47535152799999997,1005,59,110
57182,-4.025182853907973,10,5,5,6409,-4.35,1.08,2.0,11.77,-10.0,9.7,4.908044417,2.691637797,-0.75,0.17,-0.27,-20.55,2.5,5.61,0.815046011,1.237201457,-1.45443634,-4.092998406,1005,59,110
57183,-4.025182853907973,10,5,5,6410,-4.35,3.08,1.83,5.55,-5.12,0.73,5.63540593,2.796927021,-0.38,0.14,-0.04,-19.57,6.65,5.43,0.406939799,1.218605257,-1.578321764,-5.228466131,1005,59,110
57184,-4.025182853907973,10,5,5,6411,-0.13,0.45,2.37,-10.98,-42.8,13.29,2.4158435380000003,2.8190377860000004,-1.04,-0.01,-0.3,-18.96,10.12,4.57,1.082450923,1.2011559379999999,-1.6178818480000001,-1.333392615,1005,59,110
57185,-4.025182853907973,10,5,5,6412,3.05,-2.73,-1.51,-20.24,-73.35,17.56,4.362969172,2.8761283110000004,-1.02,-0.34,0.1,-17.07,8.66,4.7,1.079814799,1.21617348,-1.6599548309999999,-3.2831543739999995,1005,59,110
57186,-4.025182853907973,10,5,5,6413,-1.6,1.26,-1.71,-13.23,-42.56,2.13,2.659266816,2.8943399430000003,-0.62,0.13,1.04,-14.02,2.99,4.7,1.217743815,1.228209266,-1.666130677,-1.441523001,1005,59,110
57187,-4.025182853907973,10,5,5,6414,-2.38,2.95,1.75,4.27,-20.0,-2.13,4.174853291,2.938348276,-1.31,-0.23,0.29,-10.37,5.85,4.27,1.3612861569999999,1.208385653,-1.729962623,-2.813567134,1005,59,110
57188,-4.025182853907973,10,5,5,6415,-1.6,-0.9,-0.61,10.55,-23.9,6.59,1.934450826,2.952665998,-1.46,0.15,-0.14,-5.55,10.98,2.5,1.4743473130000002,1.194030154,-1.758635844,-0.46010351299999996,1005,59,110
57189,-4.025182853907973,10,5,5,6416,2.1,-2.56,-1.89,-0.43,-36.59,10.06,3.812571311,3.0021189169999998,-1.46,0.38,0.09,-0.55,12.01,1.1,1.5113239230000002,1.1998779529999999,-1.8022409640000001,-2.301247388,1005,59,110
57190,-4.025182853907973,10,5,5,6417,-0.26,-2.2,-0.7,-0.18,-29.45,-1.59,2.323273553,3.016758612,-1.56,-0.08,-0.29,3.48,9.15,0.06,1.58874164,1.213034516,-1.803724097,-0.734531912,1005,59,110
57249,-4.025182853907973,10,5,5,6476,0.72,-0.4,2.49,33.29,46.77,-11.1,2.622689459,2.860865268,-0.92,-0.16,0.99,20.85,-0.12,6.46,1.3609188069999998,1.923688087,-0.93717718,-1.261770652,1005,59,110
57250,-4.025182853907973,10,5,5,6477,-4.15,5.03,1.63,25.67,44.51,-8.35,6.721629267000001,2.930838874,-2.04,0.06,1.52,26.71,-3.35,4.76,2.544720024,1.9524185530000002,-0.97842032,-4.176909243,1005,59,110
57251,-4.025182853907973,10,5,5,6478,-2.34,2.87,6.27,5.49,-16.1,13.05,7.281854159,3.050367721,-1.12,-0.68,0.72,29.27,-1.34,2.07,1.4950585269999999,1.956565501,-1.09380222,-5.7867956320000005,1005,59,110
57252,-4.025182853907973,10,5,5,6479,0.68,0.68,-1.0,-4.63,-41.4,13.17,1.387371616,3.0266883119999997,-2.19,0.21,0.31,32.44,13.72,-0.61,2.221778567,1.980907292,-1.04578102,0.834406951,1005,59,110
57253,-4.025182853907973,10,5,5,6480,1.76,-1.95,0.33,18.29,-40.43,20.49,2.647451605,3.026824845,-2.53,0.07,-0.1,39.94,2.68,11.4,2.532942952,2.016185644,-1.010639201,-0.11450865199999999,1005,59,110
57254,-4.025182853907973,10,5,5,6481,2.23,-1.23,0.26,20.61,-32.68,10.06,2.559960937,3.02595872,-0.4,0.01,0.21,54.88,-10.55,15.18,0.45188494100000004,1.9960281380000002,-1.029930583,-2.1080759959999997,1005,59,110
57255,-4.025182853907973,10,5,5,6482,-1.0,0.04,2.08,18.66,-39.88,20.91,2.3082460869999997,2.9820565560000003,1.27,-0.47,0.35,52.32,-14.33,6.89,1.398677947,2.007738856,-0.9743177009999999,-0.90956814,1005,59,110
57256,-4.025182853907973,10,5,5,6483,-1.91,0.99,1.52,10.79,-50.43,12.99,2.634122245,2.9225397139999996,0.72,0.05,-0.01,40.85,-7.07,6.83,0.721803297,2.0044989490000003,-0.918040765,-1.912318947,1005,59,110
